id;value
1552349_a_at;3.4267043073878
1552354_at;4.84552509170917
1552355_s_at;4.74154050558286
1552359_at;3.00954428216434
1552360_a_at;5.6073428996764
1552362_a_at;5.6653480071167
1552364_s_at;4.4438940936349
1552365_at;7.56033608489272
1552367_a_at;6.47168212780189
1552368_at;2.49382850346964
1552370_at;6.77808272010853
1552372_at;1.77227647757034
1552373_s_at;2.39533698904696
1552375_at;4.89484529569547
1552377_s_at;5.87652739021391
1552378_s_at;4.74154050558286
1552379_at;1.85373205246032
1552381_at;2.59426752586824
1552383_at;4.4438940936349
1552384_a_at;4.89484529569547
1552386_at;7.26444659089812
1552388_at;5.03344251662906
1552389_at;2.20497569416991
1552390_a_at;2.11337844959105
1552391_at;3.00954428216434
1552393_at;2.59426752586824
1552394_a_at;2.90442088433613
1552395_at;6.7515497534314
1552396_at;4.3766201330094
1552398_a_at;6.87958846036001
1552399_a_at;3.11482024131201
1552400_a_at;5.03344251662906
1552401_a_at;3.11482024131201
1552402_at;3.32389436875251
1552405_at;3.81599146318326
1552408_at;2.69639550874879
1552409_a_at;5.51571324951999
1552410_at;5.07683413820373
1552411_at;5.87652739021391
1552412_a_at;3.52772535602158
1552414_at;2.79990102088549
1552415_a_at;4.07633373581559
1552417_a_at;7.20701847290654
1552418_at;4.3766201330094
1552419_s_at;4.79446457762277
1552421_a_at;1.93773025074901
1552422_at;4.15633952362061
1552423_at;4.62955324487383
1552424_at;3.00954428216434
1552425_a_at;3.00954428216434
1552426_a_at;9.38100302978549
1552427_at;4.30636910925018
1552430_at;2.11337844959105
1552432_at;4.50835922269781
1552436_a_at;4.15633952362061
1552438_a_at;2.69639550874879
1552439_s_at;1.93773025074901
1552440_at;3.11482024131201
1552445_a_at;2.29899991992453
1552448_a_at;3.00954428216434
1552449_a_at;2.90442088433613
1552450_a_at;3.6265226137276
1552452_at;2.20497569416991
1552453_a_at;2.90442088433613
1552455_at;3.4267043073878
1552456_a_at;3.6265226137276
1552457_a_at;3.72271565894397
1552458_at;2.29899991992453
1552459_a_at;4.23298602624613
1552461_at;2.49382850346964
1552463_at;2.59426752586824
1552466_x_at;1.93773025074901
1552467_at;5.97155333187133
1552468_a_at;4.98870566051484
1552470_a_at;4.15633952362061
1552472_a_at;5.94837716785158
1552473_at;6.59619609790406
1552474_a_at;6.20457946377226
1552476_s_at;3.6265226137276
1552477_a_at;5.27614024475852
1552478_a_at;4.07633373581559
1552480_s_at;4.07633373581559
1552481_s_at;4.98870566051484
1552482_at;3.4267043073878
1552484_at;5.41786686738466
1552485_at;6.12413010845605
1552486_s_at;7.37286876186708
1552487_a_at;2.0242830344757
1552489_s_at;2.11337844959105
1552490_at;3.00954428216434
1552491_at;3.72271565894397
1552493_s_at;4.30636910925018
1552494_at;4.07633373581559
1552496_a_at;4.98870566051484
1552497_a_at;6.37069482149021
1552498_at;4.6866185552679
1552499_a_at;3.52772535602158
1552501_a_at;4.89484529569547
1552502_s_at;2.90442088433613
1552503_at;4.57018850527217
1552504_a_at;3.21976862265205
1552506_at;3.52772535602158
1552507_at;5.45122513619396
1552508_at;6.43879892537469
1552509_a_at;4.15633952362061
1552510_at;7.85018949665348
1552511_a_at;3.6265226137276
1552514_at;3.52772535602158
1552515_at;3.4267043073878
1552516_a_at;3.32389436875251
1552518_s_at;3.72271565894397
1552519_at;5.54690758424938
1552520_at;2.69639550874879
1552521_a_at;2.59426752586824
1552522_at;1.93773025074901
1552523_a_at;3.99292077919386
1552524_at;5.34874321190961
1552526_at;3.52772535602158
1552528_at;5.97155333187133
1552531_a_at;3.32389436875251
1552532_a_at;2.49382850346964
1552535_at;5.11895889314933
1552536_at;4.23298602624613
1552538_a_at;2.79990102088549
1552540_s_at;5.07683413820373
1552541_at;5.99436306140078
1552542_s_at;5.27614024475852
1552543_a_at;3.72271565894397
1552544_at;3.11482024131201
1552546_a_at;3.21976862265205
1552548_at;3.32389436875251
1552549_a_at;4.89484529569547
1552552_s_at;6.24318208333925
1552553_a_at;6.18488377678871
1552554_a_at;3.52772535602158
1552555_at;5.15988857214801
1552557_a_at;3.52772535602158
1552558_a_at;5.31289839311791
1552559_a_at;4.15633952362061
1552562_at;5.19968907204465
1552563_a_at;3.99292077919386
1552564_at;2.49382850346964
1552566_at;2.90442088433613
1552568_at;3.90611269594967
1552569_a_at;3.72271565894397
1552570_at;2.90442088433613
1552572_a_at;2.49382850346964
1552573_s_at;3.81599146318326
1552575_a_at;4.94253786966186
1552576_at;4.15633952362061
1552578_a_at;2.39533698904696
1552579_a_at;3.6265226137276
1552580_at;3.32389436875251
1552582_at;4.07633373581559
1552583_s_at;5.15988857214801
1552584_at;7.08481290762486
1552585_s_at;2.20497569416991
1552586_at;3.81599146318326
1552587_at;2.20497569416991
1552588_a_at;1.85373205246032
1552590_a_at;1.93773025074901
1552592_at;2.20497569416991
1552594_at;4.79446457762277
1552596_at;5.7211108202545
1552598_at;3.72271565894397
1552599_at;3.21976862265205
1552602_at;4.98870566051484
1552604_at;4.07633373581559
1552605_s_at;2.69639550874879
1552607_at;4.4438940936349
1552608_at;3.6265226137276
1552609_s_at;3.99292077919386
1552610_a_at;8.85409050578373
1552611_a_at;8.45018200146417
1552612_at;8.41679932297171
1552613_s_at;8.14847874452589
1552615_at;6.82972812906801
1552616_a_at;3.99292077919386
1552617_a_at;8.21310628726164
1552618_at;6.91588446012367
1552619_a_at;7.31967596173433
1552620_at;6.55075333007874
1552621_at;6.89178887008564
1552622_s_at;6.12413010845605
1552623_at;5.90087707684118
1552625_a_at;7.12670886329514
1552626_a_at;5.38371898895928
1552627_a_at;6.18488377678871
1552628_a_at;8.45840835756126
1552629_a_at;2.90442088433613
1552630_a_at;4.4438940936349
1552631_a_at;4.94253786966186
1552632_a_at;4.89484529569547
1552633_at;6.16491547810114
1552634_a_at;6.55075333007874
1552637_at;2.59426752586824
1552639_at;4.94253786966186
1552641_s_at;5.69349881380993
1552643_at;6.9395842128119
1552644_a_at;5.11895889314933
1552646_at;4.74154050558286
1552648_a_at;7.09540150956141
1552649_a_at;4.4438940936349
1552651_a_at;5.03344251662906
1552652_at;6.08215809765894
1552656_s_at;5.07683413820373
1552657_a_at;4.57018850527217
1552658_a_at;4.79446457762277
1552660_a_at;6.73809800730548
1552661_at;1.77227647757034
1552662_a_at;3.6265226137276
1552663_a_at;5.77479826625343
1552664_at;5.92482260343206
1552665_at;4.50835922269781
1552666_a_at;2.0242830344757
1552667_a_at;5.51571324951999
1552669_at;2.79990102088549
1552670_a_at;5.31289839311791
1552671_a_at;4.84552509170917
1552672_a_at;4.84552509170917
1552673_at;2.39533698904696
1552674_at;2.79990102088549
1552675_at;2.11337844959105
1552676_at;4.62955324487383
1552677_a_at;4.57018850527217
1552678_a_at;5.5774416775415
1552680_a_at;4.23298602624613
1552682_a_at;3.6265226137276
1552684_a_at;4.94253786966186
1552685_a_at;5.85175966590671
1552686_at;3.00954428216434
1552687_a_at;4.30636910925018
1552689_at;5.74820426473675
1552690_a_at;4.23298602624613
1552691_at;5.31289839311791
1552693_at;2.0242830344757
1552694_at;2.20497569416991
1552695_a_at;3.6265226137276
1552696_at;4.3766201330094
1552698_at;4.94253786966186
1552701_a_at;8.52258319968784
1552703_s_at;8.46250401197706
1552705_at;2.39533698904696
1552708_a_at;2.49382850346964
1552711_a_at;6.42207192145063
1552712_a_at;4.50835922269781
1552713_a_at;2.39533698904696
1552714_at;3.52772535602158
1552715_a_at;3.21976862265205
1552716_at;5.31289839311791
1552717_s_at;5.92482260343206
1552718_at;4.57018850527217
1552719_at;5.48382948820291
1552721_a_at;4.62955324487383
1552722_at;1.93773025074901
1552724_at;4.79446457762277
1552725_s_at;3.90611269594967
1552726_at;3.4267043073878
1552727_s_at;4.15633952362061
1552729_at;5.51571324951999
1552730_at;3.90611269594967
1552731_at;2.11337844959105
1552732_at;2.29899991992453
1552733_at;5.90087707684118
1552734_at;4.07633373581559
1552735_at;3.99292077919386
1552736_a_at;3.52772535602158
1552737_s_at;2.90442088433613
1552738_a_at;4.30636910925018
1552739_s_at;5.03344251662906
1552740_at;3.4267043073878
1552742_at;3.32389436875251
1552743_at;3.21976862265205
1552745_at;3.21976862265205
1552747_a_at;2.20497569416991
1552749_a_at;6.45533421249952
1552750_at;3.11482024131201
1552751_a_at;4.89484529569547
1552752_a_at;2.79990102088549
1552754_a_at;2.0242830344757
1552755_at;3.90611269594967
1552757_s_at;2.59426752586824
1552758_at;2.69639550874879
1552760_at;3.21976862265205
1552761_at;5.5774416775415
1552763_at;1.93773025074901
1552765_x_at;2.49382850346964
1552766_at;2.20497569416991
1552767_a_at;5.51571324951999
1552768_at;5.34874321190961
1552769_at;4.74154050558286
1552770_s_at;3.90611269594967
1552771_a_at;2.39533698904696
1552772_at;3.21976862265205
1552773_at;3.81599146318326
1552774_a_at;4.23298602624613
1552775_at;4.30636910925018
1552777_a_at;3.6265226137276
1552779_a_at;3.99292077919386
1552782_at;4.62955324487383
1552783_at;2.20497569416991
1552785_at;4.07633373581559
1552787_at;5.69349881380993
1552788_a_at;6.01681776358739
1552789_at;6.40514870284201
1552790_a_at;7.92333001298276
1552791_a_at;2.11337844959105
1552792_at;3.11482024131201
1552793_at;3.4267043073878
1552794_a_at;3.90611269594967
1552796_a_at;3.11482024131201
1552797_s_at;7.56795930896438
1552798_a_at;7.13699547133897
1552799_at;3.32389436875251
1552800_at;5.94837716785158
1552801_at;1.93773025074901
1552803_a_at;3.00954428216434
1552804_a_at;4.74154050558286
1552806_a_at;4.50835922269781
1552807_a_at;7.31061664664077
1552808_at;2.39533698904696
1552809_at;2.79990102088549
1552811_at;5.38371898895928
1552812_a_at;5.38371898895928
1552813_at;4.84552509170917
1552814_a_at;3.72271565894397
1552816_at;3.00954428216434
1552818_a_at;2.11337844959105
1552819_at;4.23298602624613
1552822_at;2.90442088433613
1552825_at;3.21976862265205
1552826_at;1.85373205246032
1552827_s_at;3.52772535602158
1552828_at;4.3766201330094
1552829_at;5.07683413820373
1552830_at;2.49382850346964
1552833_at;4.3766201330094
1552834_at;4.50835922269781
1552835_at;3.90611269594967
1552836_at;5.31289839311791
1552837_at;1.93773025074901
1552839_at;2.59426752586824
1552841_s_at;2.11337844959105
1552842_at;3.72271565894397
1552843_at;3.32389436875251
1552845_at;5.15988857214801
1552846_s_at;6.64025108725279
1552848_a_at;3.81599146318326
1552849_at;2.11337844959105
1552851_at;2.0242830344757
1552852_a_at;2.79990102088549
1552853_at;3.32389436875251
1552854_a_at;4.4438940936349
1552856_at;2.90442088433613
1552857_a_at;2.69639550874879
1552858_at;1.85373205246032
1552860_at;2.49382850346964
1552862_at;3.72271565894397
1552863_a_at;6.42207192145063
1552865_a_at;4.4438940936349
1552867_at;3.99292077919386
1552868_at;4.6866185552679
1552870_s_at;2.0242830344757
1552872_at;4.50835922269781
1552873_s_at;5.07683413820373
1552875_a_at;4.6866185552679
1552876_at;2.39533698904696
1552877_s_at;3.72271565894397
1552878_at;1.77227647757034
1552879_a_at;3.11482024131201
1552880_at;2.79990102088549
1552882_a_at;4.15633952362061
1552884_at;3.90611269594967
1552885_a_at;5.87652739021391
1552887_at;3.52772535602158
1552889_a_at;6.42207192145063
1552890_a_at;4.07633373581559
1552892_at;5.03344251662906
1552893_at;5.48382948820291
1552895_a_at;2.90442088433613
1552897_a_at;2.90442088433613
1552898_a_at;2.90442088433613
1552899_at;2.59426752586824
1552900_a_at;2.69639550874879
1552902_a_at;3.4267043073878
1552903_at;3.32389436875251
1552904_at;2.0242830344757
1552906_at;1.69333217213919
1552908_at;3.21976862265205
1552910_at;4.30636910925018
1552911_at;3.52772535602158
1552912_a_at;1.93773025074901
1552913_at;1.85373205246032
1552914_a_at;5.19968907204465
1552915_at;3.90611269594967
1552917_at;3.81599146318326
1552919_at;2.39533698904696
1552921_a_at;6.45533421249952
1552922_at;2.11337844959105
1552923_a_at;3.6265226137276
1552924_a_at;3.4267043073878
1552925_at;3.21976862265205
1552927_at;2.79990102088549
1552928_s_at;2.90442088433613
1552929_at;2.69639550874879
1552930_at;6.26210283970105
1552931_a_at;5.11895889314933
1552932_at;2.69639550874879
1552933_at;2.29899991992453
1552935_at;4.62955324487383
1552937_s_at;4.89484529569547
1552938_at;3.00954428216434
1552939_at;2.11337844959105
1552940_at;2.79990102088549
1552942_at;3.32389436875251
1552943_at;2.11337844959105
1552944_a_at;4.74154050558286
1552946_at;3.6265226137276
1552947_x_at;3.81599146318326
1552948_at;4.57018850527217
1552950_at;2.59426752586824
1552952_at;3.21976862265205
1552953_a_at;4.50835922269781
1552954_at;3.81599146318326
1552955_at;4.6866185552679
1552957_at;2.29899991992453
1552960_at;3.90611269594967
1552961_at;3.21976862265205
1552964_at;3.99292077919386
1552965_a_at;4.3766201330094
1552967_at;4.07633373581559
1552969_a_at;4.23298602624613
1552970_s_at;3.52772535602158
1552971_at;2.29899991992453
1552972_at;1.69333217213919
1552973_at;4.30636910925018
1552974_at;2.0242830344757
1552975_x_at;2.39533698904696
1552976_at;3.99292077919386
1552977_a_at;6.92778300163489
1552978_a_at;8.19844713018819
1552979_at;2.11337844959105
1552980_at;3.21976862265205
1552982_a_at;3.21976862265205
1552985_at;3.32389436875251
1552986_at;4.15633952362061
1552987_a_at;1.77227647757034
1552988_at;2.11337844959105
1552990_at;3.6265226137276
1552991_at;2.29899991992453
1552993_at;2.0242830344757
1552995_at;5.07683413820373
1552997_a_at;4.50835922269781
1552998_at;2.11337844959105
1552999_a_at;3.6265226137276
1553002_at;2.49382850346964
1553003_at;3.11482024131201
1553004_at;2.90442088433613
1553006_at;2.90442088433613
1553007_a_at;3.21976862265205
1553009_s_at;3.4267043073878
1553011_at;3.00954428216434
1553013_at;3.99292077919386
1553015_a_at;6.35315433088033
1553016_at;3.21976862265205
1553019_at;4.15633952362061
1553020_at;2.79990102088549
1553021_s_at;3.81599146318326
1553022_at;2.20497569416991
1553023_a_at;3.90611269594967
1553024_at;2.0242830344757
1553025_at;2.0242830344757
1553027_a_at;4.50835922269781
1553028_at;2.90442088433613
1553030_a_at;5.31289839311791
1553031_at;3.21976862265205
1553032_at;2.39533698904696
1553033_at;3.72271565894397
1553034_at;5.03344251662906
1553036_at;2.59426752586824
1553037_a_at;3.21976862265205
1553039_a_at;6.56606051379344
1553041_at;4.30636910925018
1553042_a_at;4.4438940936349
1553043_a_at;6.72451965515646
1553044_at;3.32389436875251
1553045_at;4.62955324487383
1553046_s_at;5.03344251662906
1553047_at;5.6073428996764
1553048_a_at;5.82655929899656
1553051_s_at;3.00954428216434
1553052_at;2.59426752586824
1553053_at;3.11482024131201
1553055_a_at;6.29921580968807
1553057_at;3.32389436875251
1553058_at;3.21976862265205
1553059_at;2.29899991992453
1553060_at;3.99292077919386
1553061_at;3.21976862265205
1553062_at;4.23298602624613
1553063_at;4.4438940936349
1553064_at;3.81599146318326
1553066_at;3.32389436875251
1553067_a_at;4.15633952362061
1553069_at;2.90442088433613
1553070_a_at;3.11482024131201
1553071_a_at;3.4267043073878
1553072_at;4.15633952362061
1553074_at;2.79990102088549
1553075_a_at;2.0242830344757
1553076_at;2.39533698904696
1553077_at;2.0242830344757
1553078_at;3.52772535602158
1553079_at;3.00954428216434
1553080_at;2.90442088433613
1553081_at;5.27614024475852
1553082_at;3.4267043073878
1553083_at;4.30636910925018
1553084_at;3.21976862265205
1553086_at;2.59426752586824
1553087_at;3.11482024131201
1553088_a_at;6.06070512366718
1553089_a_at;4.07633373581559
1553093_a_at;2.49382850346964
1553094_at;4.3766201330094
1553096_s_at;5.38371898895928
1553099_at;5.45122513619396
1553101_a_at;7.94690876104633
1553102_a_at;6.68300055512036
1553103_at;8.05934676097852
1553105_s_at;6.37069482149021
1553106_at;5.31289839311791
1553107_s_at;7.03067182890925
1553108_at;5.82655929899656
1553111_a_at;5.82655929899656
1553112_s_at;6.33539795302183
1553113_s_at;7.12670886329514
1553114_a_at;5.19968907204465
1553115_at;3.81599146318326
1553117_a_at;7.37286876186708
1553118_at;6.37069482149021
1553120_at;2.69639550874879
1553122_s_at;4.3766201330094
1553123_at;3.00954428216434
1553125_x_at;3.90611269594967
1553126_a_at;2.29899991992453
1553127_a_at;2.49382850346964
1553129_at;2.49382850346964
1553130_at;5.63663695348789
1553131_a_at;5.34874321190961
1553132_a_at;8.88798342818525
1553133_at;5.54690758424938
1553134_s_at;2.79990102088549
1553136_at;6.42207192145063
1553137_s_at;3.81599146318326
1553138_a_at;3.81599146318326
1553139_s_at;3.99292077919386
1553140_at;3.11482024131201
1553141_at;4.94253786966186
1553142_at;5.45122513619396
1553145_at;5.48382948820291
1553146_at;2.39533698904696
1553147_at;2.49382850346964
1553148_a_at;7.45738437020114
1553150_at;2.79990102088549
1553151_at;3.4267043073878
1553153_at;4.15633952362061
1553155_x_at;3.4267043073878
1553156_at;3.90611269594967
1553157_at;3.21976862265205
1553158_at;4.74154050558286
1553159_at;2.69639550874879
1553162_x_at;5.38371898895928
1553163_at;4.3766201330094
1553165_at;3.72271565894397
1553166_at;4.74154050558286
1553167_a_at;5.48382948820291
1553168_at;5.15988857214801
1553169_at;4.30636910925018
1553171_x_at;3.81599146318326
1553172_at;5.94837716785158
1553174_at;5.38371898895928
1553175_s_at;3.90611269594967
1553176_at;3.90611269594967
1553177_at;6.24318208333925
1553178_a_at;5.6653480071167
1553179_at;3.4267043073878
1553180_at;2.0242830344757
1553181_at;3.6265226137276
1553183_at;2.0242830344757
1553185_at;9.50531620039687
1553186_x_at;8.93884570772869
1553188_s_at;3.21976862265205
1553190_s_at;5.11895889314933
1553191_at;2.39533698904696
1553192_at;5.6073428996764
1553193_at;3.32389436875251
1553194_at;4.84552509170917
1553196_a_at;4.57018850527217
1553197_at;2.29899991992453
1553199_at;2.29899991992453
1553202_at;2.69639550874879
1553204_at;3.4267043073878
1553205_at;5.74820426473675
1553207_at;4.15633952362061
1553208_s_at;4.07633373581559
1553209_at;3.90611269594967
1553211_at;3.11482024131201
1553212_at;4.23298602624613
1553213_a_at;2.69639550874879
1553214_a_at;2.11337844959105
1553215_s_at;4.30636910925018
1553216_at;4.74154050558286
1553217_s_at;5.19968907204465
1553218_a_at;7.46556987618624
1553219_a_at;5.51571324951999
1553220_at;4.98870566051484
1553221_at;4.50835922269781
1553222_at;7.11634838333227
1553224_at;2.79990102088549
1553225_s_at;5.80091090555715
1553226_at;3.21976862265205
1553227_s_at;6.43879892537469
1553228_at;3.32389436875251
1553229_at;4.3766201330094
1553232_at;3.6265226137276
1553234_at;2.90442088433613
1553235_at;4.4438940936349
1553237_x_at;4.07633373581559
1553238_a_at;6.06070512366718
1553239_at;4.94253786966186
1553241_at;3.4267043073878
1553243_at;5.27614024475852
1553244_at;4.3766201330094
1553246_a_at;5.07683413820373
1553247_a_at;4.15633952362061
1553248_at;4.4438940936349
1553249_at;2.49382850346964
1553252_a_at;5.63663695348789
1553253_at;5.5774416775415
1553254_at;2.59426752586824
1553255_at;3.00954428216434
1553257_at;5.15988857214801
1553258_at;4.50835922269781
1553260_s_at;2.49382850346964
1553261_x_at;1.85373205246032
1553262_a_at;6.51964294020204
1553263_at;5.54690758424938
1553264_a_at;4.89484529569547
1553265_at;3.72271565894397
1553266_at;1.77227647757034
1553267_a_at;4.6866185552679
1553268_at;4.30636910925018
1553269_at;5.77479826625343
1553271_at;2.59426752586824
1553272_at;4.98870566051484
1553274_a_at;6.24318208333925
1553275_s_at;3.99292077919386
1553276_at;2.11337844959105
1553277_at;2.11337844959105
1553279_at;5.38371898895928
1553280_at;5.27614024475852
1553281_at;4.4438940936349
1553282_at;3.6265226137276
1553284_s_at;3.21976862265205
1553285_s_at;3.52772535602158
1553286_at;6.37069482149021
1553288_a_at;4.4438940936349
1553292_s_at;6.99718428379925
1553293_at;2.29899991992453
1553295_at;1.93773025074901
1553296_at;7.95274372373974
1553297_a_at;6.96290092369837
1553298_at;2.49382850346964
1553299_at;3.21976862265205
1553300_a_at;3.6265226137276
1553301_a_at;4.62955324487383
1553303_at;4.4438940936349
1553304_at;4.84552509170917
1553306_at;3.6265226137276
1553310_at;2.11337844959105
1553311_at;3.6265226137276
1553313_s_at;4.50835922269781
1553314_a_at;2.90442088433613
1553315_at;1.93773025074901
1553316_at;5.27614024475852
1553317_s_at;4.4438940936349
1553318_at;3.72271565894397
1553319_at;3.21976862265205
1553320_s_at;1.93773025074901
1553321_a_at;2.69639550874879
1553322_s_at;3.6265226137276
1553323_a_at;3.72271565894397
1553325_at;3.81599146318326
1553326_at;2.49382850346964
1553327_a_at;3.4267043073878
1553328_a_at;4.62955324487383
1553329_at;2.11337844959105
1553330_at;2.20497569416991
1553333_at;1.93773025074901
1553335_x_at;2.79990102088549
1553336_a_at;3.72271565894397
1553338_at;5.6073428996764
1553340_s_at;5.6653480071167
1553341_at;3.21976862265205
1553344_at;1.69333217213919
1553346_a_at;3.81599146318326
1553347_s_at;4.15633952362061
1553348_a_at;4.74154050558286
1553349_at;6.76487723271673
1553350_at;3.90611269594967
1553351_at;3.81599146318326
1553352_x_at;3.52772535602158
1553354_a_at;4.79446457762277
1553355_at;2.59426752586824
1553356_at;2.0242830344757
1553357_at;2.20497569416991
1553359_at;5.77479826625343
1553361_x_at;6.68300055512036
1553362_at;2.11337844959105
1553363_at;3.00954428216434
1553364_at;3.21976862265205
1553365_at;2.49382850346964
1553366_s_at;4.6866185552679
1553367_a_at;4.6866185552679
1553369_at;4.79446457762277
1553371_at;3.11482024131201
1553372_at;3.11482024131201
1553373_at;4.62955324487383
1553374_at;2.79990102088549
1553375_at;4.07633373581559
1553376_a_at;2.11337844959105
1553378_a_at;3.21976862265205
1553380_at;3.99292077919386
1553383_at;2.11337844959105
1553385_at;4.15633952362061
1553386_at;3.90611269594967
1553387_at;5.15988857214801
1553388_at;2.20497569416991
1553389_at;3.21976862265205
1553390_at;2.59426752586824
1553391_at;2.79990102088549
1553392_at;2.59426752586824
1553394_a_at;2.20497569416991
1553395_a_at;6.59619609790406
1553396_a_at;3.81599146318326
1553397_at;6.06070512366718
1553398_at;2.20497569416991
1553399_a_at;5.74820426473675
1553400_a_at;4.23298602624613
1553401_at;3.21976862265205
1553402_a_at;3.00954428216434
1553403_at;2.69639550874879
1553405_a_at;3.4267043073878
1553407_at;4.89484529569547
1553409_at;2.29899991992453
1553410_a_at;2.59426752586824
1553411_s_at;2.79990102088549
1553412_at;4.50835922269781
1553413_at;2.79990102088549
1553415_at;1.77227647757034
1553417_at;3.32389436875251
1553418_a_at;3.52772535602158
1553420_at;2.49382850346964
1553422_s_at;3.81599146318326
1553423_a_at;2.29899991992453
1553424_at;2.69639550874879
1553425_at;3.6265226137276
1553426_at;3.21976862265205
1553427_at;3.6265226137276
1553428_at;2.0242830344757
1553429_at;5.07683413820373
1553430_a_at;4.30636910925018
1553432_s_at;4.15633952362061
1553433_at;1.93773025074901
1553434_at;6.22400988242351
1553435_at;3.32389436875251
1553436_at;2.69639550874879
1553437_at;3.52772535602158
1553438_at;6.58120698991693
1553439_at;4.79446457762277
1553440_at;2.11337844959105
1553441_at;1.77227647757034
1553442_a_at;2.39533698904696
1553443_at;2.49382850346964
1553444_a_at;5.74820426473675
1553446_at;2.90442088433613
1553447_at;2.49382850346964
1553448_at;3.21976862265205
1553449_at;4.07633373581559
1553450_s_at;3.00954428216434
1553451_at;2.90442088433613
1553452_at;2.29899991992453
1553453_at;2.69639550874879
1553454_at;2.49382850346964
1553456_at;2.59426752586824
1553457_at;4.57018850527217
1553458_at;4.07633373581559
1553459_at;4.3766201330094
1553460_at;4.3766201330094
1553461_at;2.90442088433613
1553462_at;1.69333217213919
1553464_at;5.27614024475852
1553465_a_at;3.4267043073878
1553466_at;4.4438940936349
1553467_at;3.4267043073878
1553468_at;3.52772535602158
1553470_at;3.21976862265205
1553471_at;2.29899991992453
1553472_at;2.11337844959105
1553474_at;1.93773025074901
1553475_at;2.69639550874879
1553478_at;3.11482024131201
1553479_at;2.69639550874879
1553482_at;3.00954428216434
1553483_at;4.84552509170917
1553484_at;2.49382850346964
1553485_at;2.69639550874879
1553486_a_at;2.69639550874879
1553488_at;4.6866185552679
1553489_a_at;4.15633952362061
1553491_at;3.00954428216434
1553492_a_at;2.59426752586824
1553493_a_at;4.4438940936349
1553494_at;2.20497569416991
1553497_at;2.11337844959105
1553498_at;3.21976862265205
1553499_s_at;5.48382948820291
1553500_at;4.15633952362061
1553502_a_at;3.00954428216434
1553504_at;3.32389436875251
1553505_at;3.00954428216434
1553506_at;3.11482024131201
1553507_a_at;4.98870566051484
1553508_at;2.79990102088549
1553510_s_at;7.01959545718708
1553511_at;4.4438940936349
1553512_at;2.79990102088549
1553513_at;1.85373205246032
1553514_a_at;2.39533698904696
1553515_at;3.72271565894397
1553517_at;4.07633373581559
1553518_at;3.32389436875251
1553519_at;2.20497569416991
1553521_at;2.39533698904696
1553523_at;4.23298602624613
1553524_at;2.90442088433613
1553525_at;4.57018850527217
1553526_at;4.74154050558286
1553527_at;3.32389436875251
1553528_a_at;6.69697344011705
1553529_at;3.6265226137276
1553530_a_at;11.0625524262577
1553531_at;2.79990102088549
1553532_a_at;3.90611269594967
1553533_at;3.11482024131201
1553534_at;2.29899991992453
1553535_a_at;6.24318208333925
1553536_at;3.90611269594967
1553537_at;2.39533698904696
1553538_s_at;12.8474000483121
1553539_at;3.99292077919386
1553540_a_at;4.57018850527217
1553541_at;2.69639550874879
1553542_at;5.63663695348789
1553544_at;4.57018850527217
1553545_at;4.23298602624613
1553546_at;2.20497569416991
1553547_at;2.79990102088549
1553549_at;3.4267043073878
